사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,,작업일시
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,
2020-06,5호선,388,까치산,103,0,"23,970","1,623","42,311","8,718","126,328","11,650","153,398","21,713","72,863","17,295","40,399","16,891","34,172","18,982","34,620","21,680","32,984","24,437","28,593","27,948","26,672","36,541","28,132","46,468","29,724","61,062","31,021","116,385","20,331","101,127","15,753","60,285","12,839","53,506","10,629","48,983","4,475","30,297",16,"1,854",0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,5호선,389,신정(은행정),35,0,"11,369",758,"22,890","4,004","65,175","7,496","80,436","12,174","34,277","7,733","17,180","6,655","14,135","6,907","13,959","7,983","13,335","8,962","11,141","10,282","10,519","13,877","12,241","17,023","13,468","23,163","14,737","44,092","8,063","36,213","5,876","21,331","4,491","19,751","4,212","18,540","1,297","12,376",3,163,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,5호선,390,목동,1,0,"7,723","1,281","21,213","6,049","62,368","14,392","72,106","27,525","32,668","20,660","20,636","15,168","19,141","13,375","19,170","15,132","19,831","18,122","17,996","19,128","18,727","22,113","20,819","27,791","24,217","40,600","28,626","79,633","16,203","60,197","12,687","31,428","12,023","27,453","14,315","26,663","3,908","15,523",0,269,0,1,0,0,0,0,2020-07-03 13:43:21
2020-06,5호선,391,오목교(목동운동장앞),5,0,"4,324","1,692","15,393","8,643","49,641","27,529","55,255","72,546","27,090","55,091","18,974","30,178","20,828","26,929","22,828","27,522","24,009","29,639","25,166","28,433","28,347","28,791","33,569","34,235","44,250","44,258","70,192","76,503","37,264","52,134","37,775","25,526","27,500","21,340","26,310","20,244","7,200","12,185",1,93,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,5호선,392,양평,2,0,"1,988",810,"6,347","3,937","23,219","8,518","25,143","39,798","10,158","15,229","6,616","5,888","6,076","5,153","6,239","5,031","6,568","5,673","6,093","5,443","7,062","6,220","8,263","7,200","13,147","10,154","33,370","20,974","10,064","15,490","5,725","8,007","4,867","7,650","3,406","7,555","1,357","4,500",0,34,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,5호선,393,영등포구청,3,0,"1,035",488,"2,348","1,971","7,201","5,280","11,048","21,586","4,659","9,754","3,267","4,526","3,616","3,484","3,515","3,304","4,226","3,782","4,105","3,849","4,528","3,859","5,299","4,104","8,056","5,688","19,203","10,857","6,741","6,334","4,101","3,584","3,495","3,112","2,716","2,933","1,092","1,875",0,4,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,5호선,394,영등포시장,2,0,"2,305","1,023","4,998","6,052","17,812","12,495","24,516","34,450","11,460","19,275","8,209","11,975","8,754","10,956","9,781","10,316","10,357","12,800","10,781","11,370","12,094","10,593","14,813","10,768","19,827","13,096","30,755","24,622","13,928","15,763","9,124","9,211","8,038","8,122","6,243","7,415","2,274","4,753",1,37,0,2,0,0,0,0,2020-07-03 13:43:21
2020-06,5호선,395,신길,60,1,"1,774",465,"3,291","2,381","11,334","4,906","17,318","14,719","6,253","7,399","3,065","2,368","2,891","2,469","3,173","2,583","3,471","3,376","2,792","2,909","2,828","3,275","3,950","3,976","6,189","7,019","12,538","14,439","4,886","8,678","2,684","5,572","2,856","5,659","1,973","5,558",903,"3,458",0,69,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,5호선,396,여의도,4,0,"2,197","2,347","3,773","26,664","9,381","131,196","13,679","207,809","10,380","67,492","10,035","22,135","15,124","21,247","14,100","19,704","17,848","21,692","20,681","17,964","27,259","16,115","35,981","16,774","110,812","20,513","169,500","30,614","57,854","16,260","38,147","8,712","37,078","6,835","24,496","5,987","6,987","3,691",3,"3,267",0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,5호선,397,여의나루,18,1,"1,350","1,451","2,530","11,189","5,092","31,209","7,557","60,695","4,572","15,555","4,345","6,638","5,323","6,550","6,022","7,767","5,428","10,019","8,090","11,520","10,824","13,055","15,312","15,624","33,492","19,526","51,677","25,180","23,873","19,497","23,028","11,303","29,469","6,751","28,000","4,071","10,707","2,134",13,492,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,5호선,398,마포,17,0,"2,297","1,499","7,573","8,244","25,261","24,034","33,742","70,543","16,178","33,977","12,011","15,917","11,915","14,045","12,691","12,389","15,440","13,897","14,044","12,207","15,577","12,773","17,857","14,901","30,910","22,632","61,065","42,866","22,169","25,819","17,373","13,465","18,873","11,105","14,357","10,092","5,300","5,909",15,"1,056",0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,5호선,399,공덕,19,1,"2,027",880,"5,298","7,484","19,530","32,068","27,219","82,942","12,900","41,264","9,185","14,396","11,019","13,024","12,489","12,080","14,193","13,110","14,063","12,503","15,117","12,172","21,299","14,337","35,983","21,929","68,164","43,512","26,145","23,184","17,890","11,166","19,201","9,808","15,097","8,764","5,601","5,629",22,550,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,5호선,400,애오개,8,0,"2,043",516,"5,490","3,271","18,546","9,600","24,627","30,441","11,686","12,750","7,410","6,441","6,989","5,586","7,182","6,005","7,775","7,003","7,493","6,979","9,430","7,640","8,867","8,012","12,300","11,268","25,128","21,199","8,069","13,881","5,898","8,003","4,755","7,226","3,720","7,312","1,251","4,375",1,"2,133",0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,5호선,401,충정로(경기대입구),16,0,"1,069",245,"2,187","1,837","6,111","9,327","8,190","35,311","4,536","18,451","3,592","4,830","4,102","3,651","4,622","3,717","5,007","4,722","5,132","3,933","5,228","3,745","6,540","3,727","13,243","5,219","31,998","8,141","8,660","5,452","5,455","3,505","4,357","3,635","3,330","3,508","1,132","2,218",3,154,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,5호선,402,서대문,11,0,"2,620","1,416","5,749","14,827","16,781","57,936","21,098","148,083","14,606","40,232","13,232","17,911","16,138","14,254","15,608","14,097","14,754","17,448","17,718","13,869","21,113","12,650","30,462","12,039","48,496","16,202","113,056","23,564","30,166","13,940","21,653","8,755","18,552","8,316","12,699","7,401","4,268","4,553",7,418,0,1,0,0,0,0,2020-07-03 13:43:21
2020-06,5호선,403,광화문(세종문화회관),12,0,"1,038",801,"3,038","23,866","8,725","89,075","12,847","281,045","10,785","110,423","11,364","37,567","16,674","36,583","19,773","30,873","26,802","34,550","30,060","29,089","35,535","24,438","46,791","23,905","100,619","29,728","219,728","39,820","79,450","18,952","53,172","8,121","55,806","5,936","40,822","4,863","13,553","3,052",4,250,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,5호선,404,종로3가,10,0,"1,062",418,"1,839","5,899","2,980","15,184","3,725","40,958","3,975","34,426","5,256","24,112","8,473","24,300","11,754","23,215","14,738","23,178","17,146","20,967","20,057","18,891","24,692","19,003","34,733","19,723","52,838","24,883","30,218","13,914","25,064","5,940","29,143","4,206","24,461","3,236","9,396","2,230",4,283,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,5호선,405,을지로4가,0,0,302,351,660,"5,339","1,191","16,464","1,634","43,358","2,181","19,370","3,090","11,012","4,379","9,022","5,136","7,868","6,346","7,316","7,557","6,703","8,543","5,828","10,173","4,952","21,210","4,392","35,109","4,488","16,945","2,312","8,703","1,209","7,085","1,030","5,063",662,"2,037",431,0,48,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,5호선,406,동대문역사문화공원(DDP),1,0,234,259,517,"2,664",741,"9,232","1,409","31,025","1,131","10,375","1,382","3,449","1,807","2,612","1,389","2,248","1,665","2,494","2,316","2,283","2,750","1,939","3,508","1,795","10,110","2,166","20,624","2,295","7,814","1,340","3,727",727,"2,985",672,"2,603",595,812,528,3,51,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,5호선,407,청구,5,0,"1,512",277,"2,911","1,763","6,894","4,037","10,646","15,040","6,521","7,639","4,569","3,641","4,310","3,194","4,512","3,468","4,648","3,602","4,517","3,757","4,812","4,203","6,242","4,914","7,458","6,182","13,187","10,050","7,967","7,114","4,884","4,445","4,216","3,914","3,003","4,340","1,393","2,817",7,191,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,5호선,408,신금호,12,0,"2,664",340,"6,656","2,705","21,647","10,120","27,702","11,305","13,746","5,949","7,860","5,016","6,744","4,958","7,042","5,392","6,962","5,980","6,213","6,616","6,944","8,064","10,703","9,313","8,755","13,455","9,606","23,950","6,520","17,415","4,689","9,912","3,711","8,707","2,523","8,603","1,016","5,414",21,531,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,5호선,409,행당,3,0,"4,161",798,"11,698","2,832","32,248","5,180","42,782","9,033","19,539","6,529","11,483","4,995","9,699","5,277","9,904","6,764","9,226","7,306","8,555","8,081","8,379","9,300","8,403","11,719","8,991","16,740","9,989","31,363","5,900","21,553","4,597","12,399","4,128","11,443","3,436","11,233","1,024","6,044",15,427,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,5호선,410,왕십리(성동구청),39,0,"2,129",388,"2,217","2,265","5,778","5,380","8,947","17,795","4,576","7,740","3,974","5,355","4,157","5,458","4,820","5,823","5,088","6,488","5,271","6,746","6,151","6,754","7,213","7,296","9,705","9,596","13,565","15,454","8,424","9,735","7,004","5,038","7,114","4,398","6,543","4,183","2,915","3,136",24,"1,385",0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,5호선,411,마장,1,0,"2,454",683,"5,611","3,340","15,839","6,506","20,609","15,565","10,689","6,623","7,019","5,587","6,239","4,993","6,704","5,839","6,533","5,477","6,390","5,357","6,889","6,265","7,783","7,344","9,760","10,367","11,676","16,607","6,926","11,803","4,751","7,038","4,029","6,385","3,562","5,983","1,307","3,768",13,429,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,5호선,412,답십리,2,0,"8,692","1,101","18,215","7,376","56,838","14,159","75,895","34,759","32,799","16,991","18,388","11,564","15,608","11,421","17,131","12,172","16,810","13,547","15,416","14,494","15,652","16,809","17,735","20,410","24,036","30,027","32,766","55,906","17,330","41,183","11,690","22,158","9,601","20,659","7,028","19,520","2,725","12,027",41,"1,526",0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,5호선,413,장한평,16,1,"6,897","1,097","17,261","11,751","50,048","22,692","67,407","65,067","32,240","30,146","19,245","16,248","16,892","14,056","18,086","14,368","18,307","15,441","17,768","15,640","18,585","18,193","23,521","22,759","33,002","31,009","54,798","59,005","26,178","42,852","14,680","24,868","12,446","20,837","9,901","18,704","3,798","10,528",28,"1,684",0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,5호선,414,군자(능동),29,0,"7,222",885,"11,186","5,757","33,115","7,123","48,152","21,646","19,955","14,115","11,068","9,514","10,713","9,145","11,756","10,347","11,593","11,417","10,550","12,311","10,896","13,984","12,840","17,122","16,297","26,382","20,885","49,424","13,486","36,098","10,211","19,171","10,653","16,741","9,768","16,246","4,247","11,185",14,"5,901",0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,5호선,415,아차산(어린이대공원후문),4,0,"8,336","1,579","16,015","5,971","44,018","12,408","59,350","23,864","29,313","19,831","18,279","17,193","17,057","15,156","19,006","15,756","19,667","16,264","19,169","16,059","20,017","18,776","22,244","23,270","24,060","30,997","24,842","51,708","16,174","39,226","11,434","22,992","10,622","19,652","7,927","17,822","2,590","11,179",1,480,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,5호선,416,광나루(장신대),5,0,"5,049","2,096","16,203","8,226","39,115","15,387","47,188","28,801","26,339","19,254","16,408","15,586","14,814","12,080","16,250","12,597","17,024","13,031","15,728","12,942","16,551","14,290","20,664","17,888","22,781","23,461","30,452","37,642","14,677","27,643","10,316","17,307","9,342","15,388","7,313","14,248","2,314","9,389",0,236,0,1,0,0,0,0,2020-07-03 13:43:21
2020-06,5호선,417,천호(풍납토성),26,1,"6,926","1,297","11,296","12,765","27,337","19,215","31,863","36,951","20,427","34,169","18,824","24,826","20,886","24,979","23,769","25,034","25,033","26,680","25,926","27,130","29,738","28,031","33,628","31,550","39,843","40,190","48,350","59,229","34,859","44,218","33,146","23,914","25,288","20,581","19,555","17,970","7,786","11,202",8,966,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,5호선,418,강동,59,2,"11,372","1,138","22,577","12,195","67,132","28,914","81,681","50,163","40,992","26,434","25,882","16,999","23,306","15,641","24,315","17,036","23,330","19,381","22,817","19,140","23,415","20,680","27,122","25,632","41,659","33,527","55,380","55,709","25,668","46,294","15,847","26,488","13,114","25,128","9,787","24,904","3,205","16,762",11,"1,880",0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,5호선,419,길동,7,0,"4,341",420,"8,720","3,346","22,259","5,721","26,905","16,460","13,089","11,259","9,965","8,110","9,582","7,965","10,126","8,269","9,985","9,270","9,302","9,352","9,419","11,051","10,685","13,100","12,329","15,811","15,625","26,545","8,390","22,055","5,859","12,465","5,359","8,996","3,694","7,629","1,107","5,561",9,844,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,5호선,420,굽은다리(강동구민회관앞),2,0,"6,111",519,"12,463","2,537","35,973","5,274","37,788","12,139","19,592","8,038","12,264","7,001","10,896","7,026","11,417","8,344","11,190","9,243","9,936","9,819","9,743","11,257","10,366","13,981","12,146","17,970","13,368","30,676","7,261","27,872","6,051","14,915","5,537","13,706","4,204","12,207","1,046","8,745",9,"1,401",0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,5호선,421,명일,1,0,"4,480",469,"13,036","2,640","38,081","5,964","33,560","11,138","14,749","7,216","11,432","6,924","10,631","6,795","10,601","7,264","9,895","8,275","8,879","9,098","9,054","10,650","10,076","13,596","12,112","18,500","10,087","32,713","5,641","33,374","4,669","14,019","4,513","12,697","3,371","11,787",870,"7,362",7,"1,239",0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,5호선,422,고덕,3,0,"3,519","1,313","13,698","5,094","31,604","13,027","26,699","14,142","13,258","8,459","10,533","8,077","10,888","7,396","10,525","8,245","9,871","9,995","10,519","9,725","10,918","10,277","16,596","11,712","15,722","14,938","12,826","28,090","6,875","28,112","5,730","13,488","5,244","11,577","5,155","10,477","1,194","6,631",3,"1,079",0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,5호선,423,상일동,14,0,"9,194","1,166","37,578","10,606","114,346","12,375","86,603","19,450","35,738","9,686","23,062","8,242","19,209","9,963","18,734","11,345","17,825","12,677","15,217","14,414","15,236","16,722","21,708","22,057","24,890","30,723","22,203","62,962","11,176","67,344","7,994","34,879","5,961","28,993","3,924","26,607","1,012","18,342",0,"3,158",0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,5호선,424,둔촌동,1,0,"3,861",520,"8,958","5,054","24,763","9,883","26,612","20,249","13,237","11,192","9,970","8,226","9,215","8,452","10,231","8,747","10,125","9,211","9,628","9,581","10,588","11,098","12,485","13,361","14,790","17,398","19,533","27,637","10,474","21,632","7,465","11,238","7,148","9,191","5,497","8,667","1,788","5,783",1,18,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,5호선,425,올림픽공원(한국체대),3,0,896,824,"5,743","4,192","12,277","7,230","11,020","8,847","6,626","4,542","4,921","3,649","5,123","3,719","5,024","4,237","4,966","4,246","5,092","4,196","6,361","4,471","7,788","5,034","10,053","6,223","9,487","8,778","4,638","7,476","3,140","4,491","2,354","3,648","1,876","3,500",536,"2,332",0,223,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,5호선,426,방이,2,0,"2,301",837,"7,347","3,848","19,692","8,180","16,841","23,555","9,408","11,546","7,520","6,805","7,402","6,524","8,052","7,761","8,487","8,934","8,081","8,697","8,795","9,130","9,571","12,064","11,909","15,397","19,402","21,084","10,316","16,477","7,829","8,980","9,170","7,028","9,343","6,596","1,678","3,934",2,683,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,5호선,427,오금,0,0,"1,226",348,"2,784","2,367","9,969","8,858","8,794","20,102","5,104","6,446","4,105","3,594","4,038","2,913","5,080","3,220","4,561","3,313","5,155","3,279","5,292","3,634","5,853","4,143","8,652","5,264","14,932","7,919","4,757","7,279","3,386","3,969","3,140","3,514","2,339","3,430",693,"2,536",1,423,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,5호선,428,개롱,0,0,"3,642",921,"8,341","2,897","25,348","7,101","21,218","14,012","10,816","8,164","8,078","5,058","7,549","5,103","8,037","5,956","7,827","6,348","6,890","6,901","7,505","8,280","9,390","10,271","10,824","13,120","12,509","19,629","5,793","20,339","4,530","9,941","3,887","9,328","2,625","10,016",840,"5,876",4,"1,081",0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,5호선,429,거여,0,0,"4,773",600,"10,471","7,006","33,668","7,609","28,183","15,817","14,352","8,161","9,610","5,916","8,312","5,450","9,007","6,621","8,548","6,830","7,926","7,721","8,618","10,061","12,565","11,765","13,694","14,094","14,112","21,573","6,333","22,046","4,471","11,344","3,836","10,211","2,557","10,619",785,"6,347",0,"1,028",0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,5호선,430,마천,1,0,"5,136",231,"9,117","4,499","22,793","4,420","20,420","10,478","9,937","6,723","6,904","6,114","6,157","5,085","6,809","5,415","6,141","5,489","5,988","6,033","5,998","8,103","7,399","8,750","8,304","10,342","8,517","15,433","4,009","15,159","2,803","8,780","2,417","7,505","1,273","7,795",328,"5,172",3,972,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,6호선,431,응암,23,0,"11,537","1,456","24,810","5,534","70,569","10,173","84,061","17,299","40,781","11,864","24,560","11,587","21,057","13,083","21,783","14,435","20,898","16,010","18,806","17,358","18,111","22,727","19,667","26,513","20,293","38,482","21,480","69,531","12,817","59,985","10,140","36,692","8,785","28,722","7,335","27,429","2,499","18,780",2,"1,371",0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,6호선,432,역촌,0,0,"2,156",228,"5,535","1,947","14,693","2,934","16,477","7,610","8,098","3,615","5,261","3,677","4,587","3,990","5,086","4,259","5,218","4,478","4,499","4,317","4,229","5,133","4,298","6,549","4,738","8,813","5,120","16,083","2,823","14,200","1,939","6,773","1,731","6,712","1,318","5,994",518,"4,682",0,6,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,6호선,433,불광,6,0,"1,540",276,"3,622","2,246","10,872","3,733","11,599","7,547","6,252","7,262","5,244","5,609","5,979","5,955","6,581","6,281","7,139","6,494","7,850","6,854","8,250","7,308","9,537","8,406","9,781","9,781","10,318","15,909","6,674","12,051","5,279","6,174","4,676","5,488","2,940","5,152",835,"3,690",4,119,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,6호선,434,독바위,11,0,"2,048",316,"4,879",973,"13,975","1,860","13,234","3,332","5,977","3,495","3,765","3,444","3,482","2,854","3,495","2,610","3,263","2,924","3,172","2,735","3,215","3,651","3,424","4,639","3,162","5,816","2,683","10,628","1,697","10,452","1,226","6,030",977,"4,750",738,"4,833",338,"3,690",1,471,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,6호선,435,연신내,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,2,0,1,0,0,0,1,0,2,0,2,0,2,0,0,0,3,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,6호선,436,구산,2,0,"4,923",156,"10,524","2,100","28,265","6,252","32,400","7,772","16,039","4,749","10,166","5,024","9,215","5,040","9,246","5,523","8,494","5,831","7,761","7,040","10,106","7,650","9,165","9,806","9,193","11,919","8,632","17,667","5,259","18,612","4,011","9,346","3,697","7,838","3,477","7,076",909,"4,299",2,617,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,6호선,437,새절(신사),0,0,"9,884",676,"19,509","4,160","54,003","8,024","61,885","14,732","29,685","8,987","17,983","8,383","15,776","8,997","16,130","11,025","14,853","11,631","13,821","12,936","12,854","15,609","15,414","19,384","14,900","25,930","15,304","46,974","9,748","40,879","6,820","23,581","5,887","20,233","4,811","19,694","1,617","12,986",1,"3,471",0,1,0,0,0,0,2020-07-03 13:43:21
2020-06,6호선,438,증산(명지대앞),9,1,"7,919",952,"15,234","3,882","39,773","6,074","46,573","10,213","24,158","7,150","15,346","7,009","13,014","7,347","12,881","9,357","12,205","9,234","11,292","10,855","10,466","12,754","11,360","16,807","12,137","21,389","12,769","38,574","8,034","34,070","5,836","18,597","4,932","18,997","3,846","16,210","1,488","9,479",6,"1,576",0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,6호선,439,디지털미디어시티,81,2,"5,608","3,330","13,678","10,488","39,344","27,352","44,232","69,923","22,308","28,043","12,488","11,303","11,327","9,330","11,313","9,478","10,863","10,892","10,315","10,601","11,272","12,470","16,240","15,679","28,609","22,880","49,487","38,805","21,954","29,674","10,889","17,354","8,813","15,487","6,649","14,883","2,634","8,539",59,"1,961",0,1,0,0,0,0,2020-07-03 13:43:21
2020-06,6호선,440,월드컵경기장(성산),3,0,"1,195","1,162","2,677","3,101","8,921","5,138","10,807","8,586","6,164","7,971","5,352","7,691","5,641","9,097","5,891","9,093","6,414","9,924","7,717","10,195","9,530","9,926","12,373","8,561","12,040","9,119","11,247","12,282","7,574","10,098","5,341","5,629","5,568","4,047","3,788","3,542","1,093","2,128",3,226,0,0,0,0,0,0,2020-07-03 13:43:21
