사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,,작업일시
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,
2020-06,경의선,182,강매,0,0,"1,885",379,"5,589","1,003","16,835","1,140","15,734","3,103","6,164","1,335","4,114","1,203","3,226","1,513","3,173","1,771","2,682","2,017","2,357","2,041","2,379","2,582","2,427","3,688","2,779","5,523","3,120","9,851","1,378","10,065","1,035","5,642",868,"4,342",486,"4,727",185,"2,747",8,"1,005",0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,경의선,183,행신,3,0,"3,576",940,"12,327","4,349","39,946","4,605","32,088","9,380","13,354","6,076","8,731","4,193","8,987","5,480","8,628","6,413","7,601","7,050","6,319","6,806","6,470","7,877","9,177","10,223","11,488","15,909","9,563","35,310","5,787","28,885","6,291","13,541","4,441","11,856","4,752","11,057","2,131","6,303",350,"2,278",0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,경의선,184,능곡,2,0,"2,507",464,"6,067","2,348","16,229","2,825","14,905","5,181","7,975","2,726","5,332","2,899","4,695","3,236","4,463","3,609","4,710","3,740","3,705","4,068","3,679","4,519","4,325","5,201","4,933","7,509","5,317","10,664","3,307","9,844","2,402","5,875","1,890","5,353","1,248","4,980",528,"3,251",42,"1,459",1,14,0,0,0,0,2020-07-03 13:43:21
2020-06,경의선,185,곡산,2,2,182,256,584,562,"1,571","1,479","1,451","2,593",986,801,617,627,788,517,639,558,567,547,646,628,895,542,811,762,"1,292",892,"1,795","1,564",739,"1,036",539,757,384,581,236,443,112,328,16,72,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,경의선,186,백마,2,0,"3,610","1,322","15,046","2,594","35,038","6,712","23,938","11,043","11,382","5,242","7,643","4,212","7,241","3,744","7,694","4,987","6,740","6,020","6,301","5,959","6,344","6,514","7,901","7,994","9,045","10,554","10,840","23,757","4,781","23,267","3,540","12,683","3,862","11,597","3,056","8,660","1,015","7,342",87,"1,503",0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,경의선,187,풍산,7,1,"3,251",470,"10,198","1,717","23,492","3,650","18,111","6,833","10,105","5,161","6,872","4,124","6,499","4,751","6,266","5,011","6,174","5,541","6,086","4,965","6,418","5,835","6,992","7,128","6,875","10,200","7,640","17,034","4,161","15,081","3,623","10,872","4,204","9,012","2,615","6,811",963,"5,965",92,"1,314",0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,경의선,188,일산,7,0,"6,925",889,"20,427","4,045","48,393","6,437","31,151","14,561","16,045","7,113","10,735","5,936","10,142","6,975","10,624","8,107","10,033","8,613","9,480","9,831","9,549","10,170","12,560","13,821","12,122","16,664","11,728","32,168","6,550","35,751","4,958","16,736","4,252","16,042","3,600","12,711","1,212","8,274",232,"2,792",0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,경의선,189,탄현,52,0,"5,384",546,"17,319","2,737","39,238","5,907","23,911","8,487","12,896","5,886","9,675","4,165","9,198","4,980","8,754","6,223","7,624","5,609","7,363","6,599","7,958","8,188","8,408","10,092","8,797","15,185","10,527","24,836","5,577","30,399","4,564","15,685","4,314","12,282","3,387","10,942","1,283","6,372",207,"3,793",0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,경의선,190,야당,28,1,"4,246",326,"12,226","2,942","23,032","5,141","18,164","7,601","9,227","5,586","7,159","3,773","6,694","4,540","6,737","5,068","5,858","5,545","5,869","6,136","6,538","6,718","8,020","7,362","8,551","14,102","8,010","19,296","5,622","18,604","5,307","11,749","5,640","9,361","4,593","8,204","2,252","4,690",414,"2,715",0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,경의선,191,운정,28,0,"3,206",363,"15,189","3,874","26,993","5,589","21,993","9,011","9,661","4,177","7,406","3,687","6,340","4,150","6,587","4,788","5,854","5,003","4,909","5,269","5,639","6,459","7,770","8,308","8,948","11,902","9,267","18,334","4,256","19,203","3,585","10,221","2,853","10,285","1,997","8,094",699,"4,189",88,"2,063",0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,경의선,192,금릉,57,0,"3,007",356,"7,546","2,421","17,053","4,579","11,889","9,235","7,215","4,895","5,665","3,962","5,567","3,643","5,842","3,745","5,528","5,206","5,154","4,703","5,038","5,477","5,990","7,511","7,759","9,434","9,390","13,536","4,447","13,567","4,037","6,523","3,521","6,494","2,948","5,989",963,"4,011",104,"1,982",0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,경의선,193,금촌,116,1,"3,464",315,"10,103","4,144","19,098","9,672","17,608","15,293","11,002","8,626","8,673","7,072","8,688","6,193","9,133","7,695","8,947","9,008","8,068","7,477","8,811","9,187","10,195","11,508","12,474","13,093","15,390","16,223","7,320","15,838","6,152","8,937","4,900","8,557","3,164","6,690",822,"4,982",147,"2,208",0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,경의선,194,월롱,32,0,537,26,709,"2,733","1,917","8,732","2,131","14,803","1,862","6,309","1,408","2,610","2,107","1,793","3,621","3,422","2,910","1,922","2,279","1,537","5,811","1,571","7,113","1,948","9,852","2,394","13,433","2,476","4,706","2,383","3,488","2,239","2,218","2,277","1,014","2,125",227,"1,628",12,591,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,경의선,195,파주,81,0,810,28,"1,255",787,"2,638","2,517","2,531","6,465","1,558","4,149","1,430","1,733","1,792","1,196","2,917","1,768","2,033","1,732","1,629","1,013","3,171","1,215","4,135","1,221","5,785","1,381","5,277","1,277","1,765","1,385","1,279","1,068","1,245",949,552,968,181,734,2,296,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,경의선,196,문산,978,3,"3,067",13,"8,408","3,182","16,675","7,027","14,737","13,710","9,123","5,918","7,256","5,832","6,752","6,048","7,911","7,525","7,857","4,974","8,083","6,335","7,684","9,707","8,648","8,156","11,255","10,000","11,295","15,012","5,066","11,158","4,175","9,123","3,268","6,961","1,974","5,183",431,"4,946",0,"2,740",0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,경의선,197,임진강,0,0,0,0,0,0,0,0,0,0,24,121,127,303,1,1,0,0,3,2,0,0,139,165,120,17,362,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,경의선,198,서울역,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,경의선,200,홍대입구,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,경의선,201,디지털미디어시티,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,경의선,202,김포공항,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,경의선,203,계양,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,경의선,204,검암,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,경춘선,205,신내,15,0,737,664,"1,905","2,980","4,987","3,704","4,799","3,482","2,490","1,249","1,828","1,264","1,653","1,238","1,751","1,299","1,592","1,359","1,693","1,717","2,149","1,767","2,987","2,214","2,863","2,836","2,389","3,762","1,298","3,438",737,"1,657",603,"1,540",628,"1,102",301,783,5,94,0,1,0,0,0,0,2020-07-03 13:43:21
2020-06,경춘선,206,갈매,12,0,"1,595",457,"4,179","1,268","17,767","2,518","9,715","4,618","5,864","2,164","3,108","2,564","2,324","1,828","2,855","1,952","2,554","2,414","2,707","2,479","2,498","3,168","3,402","2,775","4,028","4,887","4,439","9,522","2,048","8,707","1,883","5,151","2,418","2,792","1,399","3,279",730,"1,940",10,599,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,경춘선,207,별내,17,0,"1,096","1,388","2,601","4,203","9,528","3,799","7,769","5,503","4,545","3,045","3,213","2,372","2,756","2,601","2,923","2,674","2,577","2,418","2,736","3,025","3,161","3,244","4,841","3,258","6,271","5,220","5,048","7,204","2,710","6,896","2,298","3,822","1,938","2,396","1,862","2,394","1,131","1,429",41,319,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,경춘선,208,퇴계원,13,0,"2,897",689,"6,209","1,758","19,160","3,441","13,416","3,945","8,072","2,058","5,120","2,443","3,976","2,648","4,204","2,806","3,989","2,927","3,205","3,337","3,501","4,146","3,541","5,206","4,339","7,636","5,193","11,979","2,707","10,844","1,859","7,225","1,572","4,507","1,099","5,365",465,"2,832",27,871,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,경춘선,209,사릉,62,4,"2,300",903,"6,366","2,320","18,288","5,412","13,006","6,331","6,255","2,425","4,234","2,500","3,560","2,509","3,653","2,387","3,657","2,302","2,872","3,116","3,211","2,704","3,402","5,097","4,893","5,806","6,752","11,653","3,065","11,430","1,767","4,927","1,628","5,229",917,"4,867",353,"2,878",24,740,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,경춘선,210,금곡,21,0,"1,548",364,"2,563","1,220","4,972","1,797","4,551","4,085","2,749","1,853","2,567","1,304","1,928","1,273","1,924","1,510","1,847","1,426","1,600","1,697","2,034","1,615","1,947","2,416","2,190","2,834","3,299","3,384","1,240","3,931",704,"1,663",688,"1,809",469,"1,478",199,998,20,244,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,경춘선,211,평내호평,496,2,"5,674","1,239","9,619","2,522","27,911","4,666","17,217","9,330","9,390","6,183","8,332","5,135","6,834","4,540","7,826","5,855","6,571","6,071","6,146","7,011","6,311","6,759","6,885","7,423","8,276","13,829","8,557","16,324","5,025","21,307","4,098","9,118","4,283","8,617","3,364","6,838","1,660","5,983",49,"2,011",0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,경춘선,212,천마산,17,0,994,273,"3,534",649,"7,217","1,689","5,210","1,413","3,942","1,613","2,761","1,632","2,213","1,437","2,138","1,668","1,936","1,884","1,923","1,811","1,710","2,160","1,972","2,312","1,804","2,989","1,987","4,636",952,"4,428",708,"3,149",534,"2,602",337,"1,637",132,"1,118",13,298,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,경춘선,213,마석,38,1,"1,500",598,"7,080","3,153","15,302","5,841","9,325","6,701","7,025","4,527","5,545","4,132","4,752","3,653","5,416","3,670","4,609","4,911","4,321","4,598","4,323","5,314","5,701","4,948","6,156","6,814","7,400","8,290","3,319","11,993","2,851","6,239","2,311","4,924","1,604","4,126",636,"2,039",34,808,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,경춘선,214,대성리,2,0,277,70,474,401,"1,014",692,920,"1,313",817,714,839,"1,181","1,495",955,"1,064","1,103",988,"1,153",904,"1,462","1,105",961,"1,509","1,032","1,548",937,"1,555",792,901,725,587,584,395,427,142,434,67,217,2,8,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,경춘선,215,청평,2,0,"1,079",186,"2,104",930,"3,323","2,129","4,334","3,795","2,954","2,904","2,861","3,057","4,133","2,440","3,219","3,282","2,762","2,827","2,926","3,645","2,994","2,416","3,356","3,534","3,914","3,890","3,236","3,560","1,776","3,546","1,462","1,771",936,"1,903",542,"1,368",161,"1,029",3,256,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,경춘선,216,상천,0,0,81,89,295,205,525,292,613,982,516,917,441,"1,212",574,932,643,605,661,387,790,456,917,447,"1,149",478,"1,110",363,687,436,373,363,193,246,130,213,52,176,18,117,2,41,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,경춘선,217,가평,1,0,833,246,"1,593","1,129","2,691","2,760","3,053","5,480","2,486","3,739","3,029","3,177","5,101","3,605","3,103","4,349","2,765","3,330","3,040","3,836","3,231","3,212","3,990","2,428","5,228","2,797","4,143","3,381","2,363","2,503","2,071","1,732","1,546","1,482",679,"1,274",369,720,22,303,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,경춘선,218,굴봉산,1,0,57,17,73,108,145,302,170,577,228,515,207,"1,089",358,451,311,376,435,288,516,282,630,258,623,252,599,165,330,158,186,135,179,82,43,92,25,52,16,46,0,12,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,경춘선,219,백양리,2,0,38,61,45,423,73,534,151,409,206,144,338,415,372,340,214,233,255,210,275,170,311,116,327,100,420,84,315,126,131,88,115,57,56,39,18,51,15,35,3,8,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,경춘선,220,강촌,1,0,70,20,168,273,305,418,499,"1,722",553,"1,468",500,"2,126","1,047","1,825",751,"1,106","1,016","1,121","1,267",824,"1,596",787,"1,995",660,"2,242",504,"1,481",656,783,423,583,318,390,259,138,223,59,234,6,35,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,경춘선,221,김유정,7,0,81,17,197,93,420,474,380,680,305,940,323,"1,173",306,"1,243",475,969,778,645,792,678,"1,006",525,"1,213",436,"1,099",456,848,500,374,295,272,195,129,136,34,140,16,86,12,15,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,경춘선,222,남춘천,569,6,"1,352",22,"3,864",748,"3,251","2,282","3,350","3,471","3,530","3,858","3,237","2,942","3,344","5,692","3,746","6,800","4,711","3,762","5,176","3,705","4,941","4,340","4,889","3,446","4,835","5,206","3,827","3,057","2,827","6,779","2,861","3,262","2,359","1,932","1,381","2,556",406,"2,094",7,812,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,경춘선,223,춘천,302,2,386,5,"1,610",458,"1,434","1,531","1,620","2,672","1,796","2,242","1,709","2,432","1,925","3,716","2,121","3,005","2,748","3,433","3,732","2,352","4,099","2,717","4,817","1,735","4,102","2,135","3,346","1,404","2,053","2,559","1,725","1,071","1,132",996,494,997,99,651,3,542,2,0,0,0,0,0,2020-07-03 13:43:21
2020-06,수인선,340,달월,0,0,5,21,25,151,120,117,72,385,95,80,61,78,77,55,73,61,53,77,65,63,111,56,119,54,692,76,308,92,105,42,37,26,30,27,16,25,8,26,0,0,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,수인선,341,월곶,3,0,"1,043",289,"3,140","1,304","8,536","2,337","6,829","2,676","3,517","2,007","2,656","1,749","2,626","2,298","2,912","2,432","2,828","2,445","2,662","2,548","2,706","2,868","3,093","3,149","3,508","4,951","3,937","7,593","2,620","4,995","1,955","3,410","2,020","3,038","1,306","2,658",622,"1,786",5,369,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,수인선,342,소래포구,0,0,"2,185",372,"5,488","1,762","14,512","3,301","10,554","6,141","5,474","5,514","4,902","5,747","5,441","9,890","6,959","10,617","8,397","9,003","9,374","8,145","10,591","7,544","10,407","7,670","9,272","8,827","8,073","10,846","5,165","8,798","3,931","5,954","3,724","4,908","3,101","4,021","1,595","2,871",114,794,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,수인선,343,인천논현,3,0,"1,865",499,"5,433","3,568","14,169","7,563","11,851","13,981","6,256","8,797","5,642","5,889","5,978","5,641","6,677","6,262","6,073","7,192","6,011","6,867","6,991","7,659","7,735","8,800","10,462","12,744","12,705","15,997","7,126","11,293","6,671","6,928","6,953","5,937","5,021","4,845","2,768","2,885",255,753,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,수인선,344,호구포,0,0,"1,347",814,"2,980","4,950","6,305","15,911","6,414","15,382","3,476","3,276","2,995","2,185","3,033","2,148","3,354","2,388","3,156","2,609","3,298","2,612","3,712","3,179","4,741","3,792","11,960","5,027","14,266","6,539","4,632","5,137","4,539","3,215","3,258","2,951","1,620","2,370","1,032","1,692",114,482,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,수인선,345,남동인더스파크,0,0,406,842,713,"3,348",848,"14,955","1,334","17,934","1,189","3,425","1,393","1,491","1,505","1,377","1,442","1,242","1,960","1,481","1,883","1,171","2,712","1,063","2,922","1,133","10,945","1,159","13,437","1,371","3,974","1,582","2,710","1,023","1,851",697,529,436,199,284,15,102,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,수인선,346,원인재,26,15,"2,740",743,"5,986","2,150","13,701","4,313","13,932","6,407","7,281","3,535","4,960","3,544","4,814","3,941","5,069","4,258","5,203","4,568","4,660","4,751","4,886","5,628","5,306","6,709","6,451","9,318","6,877","14,377","3,877","10,069","3,456","7,399","3,309","6,825","2,480","5,738","1,432","3,726",272,"1,177",0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,수인선,347,연수,1,0,"2,114",990,"5,101","2,425","13,065","4,354","11,305","10,130","5,643","4,974","4,857","4,210","5,011","4,604","5,371","4,936","5,243","5,397","5,177","5,169","6,131","5,614","6,979","6,930","7,055","9,881","8,587","15,004","5,210","9,560","4,322","6,836","4,247","5,362","3,906","3,836","2,395","3,215",355,745,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,수인선,348,송도,0,0,"1,640",221,"3,545","1,151","9,484","2,197","9,153","3,198","3,599","2,280","2,863","2,401","3,253","2,548","3,500","2,549","3,642","2,594","3,111","2,596","3,144","3,426","3,614","4,153","3,631","5,490","3,563","8,053","2,287","5,046","1,492","3,145","1,312","2,797",823,"2,648",381,"2,001",34,410,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,수인선,349,인하대,11,0,"2,699",404,"7,550","2,553","19,261","4,177","14,513","10,314","6,166","5,900","5,124","4,286","5,452","4,269","5,769","5,444","5,567","5,237","5,863","5,208","6,535","6,077","8,232","7,516","8,894","11,468","9,836","17,613","5,261","9,325","4,399","6,623","3,834","6,182","3,108","5,702","1,930","2,913",68,"1,068",0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,수인선,350,숭의,5,1,"2,846",858,"5,014","2,390","10,834","7,726","9,004","10,622","4,927","4,037","4,150","3,064","4,248","2,946","4,390","3,481","4,162","3,832","4,188","3,669","4,597","3,816","5,636","4,743","8,248","6,068","8,758","9,181","3,732","5,361","2,283","3,551","1,837","3,759","1,251","2,963",754,"1,555",16,608,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,수인선,351,신포,2,0,947,160,"1,021","1,128","2,640","3,239","2,378","8,985","1,393","2,804","1,335","1,905","1,556","2,218","1,928","2,188","2,250","2,214","2,158","2,041","2,743","2,199","4,217","2,155","4,136","2,928","6,182","3,976","2,468","2,407","2,103","1,409","1,870","1,146","1,130",895,586,509,1,248,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,수인선,352,인천,80,4,502,96,780,"1,142","1,861","2,588","1,784","3,682","1,091","1,174","1,310","1,540","1,057","1,847","1,329","1,981","1,409","2,188","1,408","2,367","1,457","2,972","2,380","2,708","2,541","2,595","1,731","3,384",930,"2,531",796,"1,725",676,"1,401",407,"1,402",119,646,2,270,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,경강선,238,판교,3,1,784,15,"1,682","5,749","4,516","11,506","3,089","25,458","1,949","18,720","1,720","7,270","2,177","5,344","2,301","3,672","2,769","3,775","3,504","3,299","5,906","3,069","5,820","3,526","11,638","5,156","22,063","4,462","15,499","3,549","12,163","1,442","8,875","1,401","4,406",965,"1,555",603,7,163,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,경강선,239,이매,8,0,567,36,"1,579",705,"4,279","2,111","3,249","2,555","1,589","1,534","1,131",812,"1,202","1,184","1,211",982,"1,315","1,026","1,121",891,"1,231","1,055","1,440","1,268","2,512","2,057","2,232","2,753","1,135","2,243",985,"1,028","1,077",934,"1,104",753,345,415,7,124,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,경강선,240,삼동,0,0,923,132,"3,429",868,"10,752","2,071","12,906","2,171","5,921",947,"3,210",939,"2,345","1,251","2,322","1,326","2,248","1,514","1,735","1,948","1,670","2,081","1,943","3,164","2,931","5,038","2,752","8,034","1,410","8,175",892,"4,535",735,"4,318",408,"3,236",112,"1,439",3,41,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,경강선,241,경기광주,0,0,"2,299",308,"12,033","2,098","33,624","5,013","32,619","8,789","17,157","3,917","9,505","3,323","8,131","4,123","8,362","4,620","7,569","5,725","6,410","6,004","6,367","7,435","7,745","9,778","9,122","14,397","8,293","28,177","4,592","26,175","3,165","15,530","2,588","12,776","1,518","8,624",553,"6,417",0,29,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,경강선,242,초월,3,1,"1,181",70,"4,356","1,022","10,949","3,587","12,439","4,944","6,313","1,749","3,582","1,513","3,278","1,596","3,052","1,741","3,127","2,071","2,536","2,165","2,585","2,710","3,842","3,713","4,520","4,830","4,852","9,839","1,984","8,123","1,476","7,117","1,101","4,512",503,"4,726",190,"3,239",0,1,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,경강선,243,곤지암,0,0,728,111,"2,016","1,395","6,278","4,626","5,331","5,670","3,211","3,628","2,378","2,064","2,637","1,746","2,827","2,416","2,901","2,297","2,677","2,052","3,060","2,309","4,019","3,006","6,488","3,973","5,792","4,900","2,520","5,793","1,565","2,968","1,024","3,198",511,"2,412",217,"1,699",0,0,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,경강선,244,신둔도예촌,0,0,511,133,"1,637",398,"4,062","1,810","3,235","3,181","1,814","1,040","1,583",657,"1,312",904,"1,251","1,077","1,475",995,"1,188",928,"1,225","1,154","1,651","1,381","3,294","2,038","2,725","2,572","1,070","3,138",842,"1,882",630,"1,934",236,"1,484",97,"1,252",0,0,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,경강선,245,이천,8,2,698,35,"2,236","1,217","6,402","4,945","5,547","6,198","3,568","3,867","3,286","2,447","3,357","3,015","3,167","2,864","3,193","3,188","3,023","3,130","3,326","3,272","4,538","3,711","4,532","4,521","6,329","6,791","3,055","5,430","2,770","4,576","2,374","2,561","1,182","3,536",454,"1,543",1,483,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,경강선,246,부발,0,0,611,17,"1,878","1,347","4,212","4,620","3,880","4,470","2,473","1,613","2,027","1,267","1,991","1,494","2,447","1,634","1,865","1,576","1,950","1,507","2,490","1,836","2,997","2,117","4,885","2,953","5,625","3,313","2,310","4,159","2,148","3,105","1,608","2,511",888,"2,555",370,"1,899",2,"1,057",0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,경강선,247,세종대왕릉,0,0,184,8,427,117,745,594,691,589,444,360,508,357,424,508,426,376,473,302,474,515,452,445,584,540,613,520,788,545,294,764,164,297,120,442,38,239,18,299,1,74,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,경강선,248,여주,6,0,"1,107",7,"3,004",518,"4,794","2,505","3,965","4,711","2,756","3,885","2,761","2,486","2,838","2,958","2,988","3,344","3,076","2,821","3,786","2,803","4,278","2,612","4,908","3,849","5,060","3,191","3,393","4,182","2,643","5,675","2,044","3,787","1,474","2,147",638,"2,318",187,"2,169",0,860,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,5호선,380,방화,6,0,"4,938",3,"11,203","3,468","28,129","6,024","24,468","14,692","12,499","6,481","9,188","5,207","8,298","5,435","9,286","6,605","8,947","6,924","9,799","7,128","9,120","8,305","9,455","9,596","9,957","11,970","10,444","19,152","5,172","20,553","4,068","11,866","3,309","10,524","2,088","9,969",764,"6,372",1,"1,385",0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,5호선,381,개화산,0,0,"3,365",112,"6,887","4,459","20,342","5,126","17,709","11,749","8,925","5,476","6,176","4,808","5,978","4,475","6,275","5,101","6,420","5,172","6,007","5,420","5,956","6,057","6,899","7,336","9,202","8,302","10,637","13,792","5,413","14,174","3,516","8,052","2,792","7,144","2,434","7,201",633,"4,311",2,791,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,5호선,382,김포공항,2,0,330,"1,481","1,621","7,381","4,969","11,216","6,116","15,879","6,618","10,904","6,048","9,359","7,308","10,917","7,633","12,399","10,438","12,746","11,012","12,347","11,868","11,197","12,865","12,376","16,980","12,864","21,798","12,130","14,623","7,754","12,656","4,030","11,476","2,172","9,377","1,328","1,190",897,17,133,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,5호선,383,송정,34,0,"4,013","1,259","8,387","4,111","21,202","6,976","21,768","13,258","13,220","8,007","9,864","6,561","8,764","6,771","8,504","7,033","8,516","7,340","8,385","7,604","8,531","9,310","10,046","10,132","12,197","12,711","13,809","18,836","7,480","16,300","5,377","10,326","5,148","8,592","4,196","8,131","1,701","5,844",21,555,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,5호선,384,마곡,1,0,"2,066","1,491","6,601","5,813","21,829","10,976","20,441","35,709","10,424","22,619","8,348","9,849","8,051","6,893","7,615","7,468","8,680","8,509","9,277","7,905","10,695","8,200","16,025","9,076","20,926","10,134","29,694","17,055","12,535","15,177","8,082","7,879","6,391","6,560","4,138","6,923","1,754","4,350",13,582,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,5호선,385,발산,2,0,"3,453","2,482","8,859","13,943","25,933","31,262","25,894","100,938","14,903","52,170","13,860","24,023","16,288","21,447","19,788","22,572","21,198","22,883","22,723","20,240","28,574","19,865","34,965","21,561","55,484","26,247","76,704","40,950","36,083","33,974","26,139","16,597","26,823","13,052","21,872","10,974","7,025","6,467",23,"1,109",0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,5호선,386,우장산,0,0,"5,742",853,"21,463","4,273","55,699","16,688","53,942","25,372","26,782","13,674","18,783","11,362","18,590","11,970","18,942","13,113","18,703","15,653","16,761","16,307","19,605","18,838","22,668","22,397","22,177","26,850","19,293","50,643","11,758","43,032","8,867","23,238","7,478","20,509","6,061","20,367","1,763","12,592",11,796,0,0,0,0,0,0,2020-07-03 13:43:21
2020-06,5호선,387,화곡,82,0,"20,876","1,616","39,844","10,163","117,120","13,801","142,892","27,059","65,259","24,507","38,367","16,363","32,803","17,607","33,485","19,778","31,715","23,168","27,101","24,617","26,724","31,810","30,769","40,460","33,962","56,478","35,461","113,806","21,919","92,256","16,247","53,771","14,000","44,745","11,280","44,084","4,137","26,530",6,"1,610",0,0,0,0,0,0,2020-07-03 13:43:21
